Date,Region,Product,Category,Units Sold,Discount,Revenue,Cost,Sales
2019-06-20,North,Camera,Electronics,17.0,56.51596578547426,132192.0,104550.0,27642.0
2019-06-21,South,Phone,Office,346.0,44.49154374057311,24359.0,139039.0,-114680.0
2019-06-22,East,Monitor,Accessories,39.0,21.260466751383206,206464.0,138733.0,67731.0
2019-06-23,South,Headphones,Electronics,563.0,68.80614451341549,229135.0,78952.0,150183.0
2019-06-24,South,Phone,Electronics,218.0,19.189531703435684,48634.0,67046.0,-18412.0
2019-06-25,South,Phone,Electronics,416.0,14.185984539330175,122255.0,107918.0,14337.0
2019-06-26,South,Printer,Home,409.0,30.950787965060794,47864.0,36200.0,11664.0
2019-06-27,East,Tablet,Office,498.0,3.9788399498671922,42355.0,68442.0,-26087.0
2019-06-28,North,Smartwatch,Home,662.0,68.49461252702535,42690.0,193743.0,-151053.0
2019-06-29,Central,Monitor,Electronics,,41.19034894914974,167717.0,92070.0,75647.0
2019-06-30,North,Phone,Office,641.0,38.98664641649227,220886.0,59168.0,161718.0
2019-07-01,North,Headphones,Office,114.0,,208811.0,49322.0,159489.0
2019-07-02,Central,Laptop,Accessories,553.0,,61630.0,214056.0,-152426.0
2019-07-03,South,Monitor,Home,793.0,2.244446196617911,184243.0,169768.0,14475.0
2019-07-04,East,Tablet,Home,530.0,42.86179021882777,26658.0,71246.0,-44588.0
2019-07-05,East,Camera,Accessories,351.0,50.13217138695015,244204.0,241916.0,2288.0
2019-07-06,North,Phone,Home,748.0,29.17243424368372,282941.0,170964.0,111977.0
2019-07-07,Central,Headphones,Electronics,640.0,53.010690044983505,234414.0,238213.0,-3799.0
2019-07-08,West,Monitor,Electronics,283.0,15.890090953689443,11265.0,16583.0,-5318.0
2019-07-09,South,Headphones,Home,483.0,15.489361374632882,130611.0,83720.0,46891.0
2019-07-10,North,Headphones,Accessories,,11.299189138130178,208206.0,187287.0,20919.0
2019-07-11,East,Smartwatch,Office,640.0,26.03963318524133,163070.0,156925.0,6145.0
2019-07-12,Central,Printer,Home,435.0,59.29084247723585,96426.0,138181.0,-41755.0
2019-07-13,Central,Camera,Office,546.0,57.9538443504345,,240285.0,-40207.0
2019-07-14,North,Tablet,Accessories,119.0,26.797694557445265,183417.0,60757.0,122660.0
2019-07-15,West,Smartwatch,Office,94.0,41.23831151861656,147957.0,7659.0,140298.0
2019-07-16,East,Monitor,Accessories,216.0,50.45714215324409,114681.0,2238.0,112443.0
2019-07-17,North,Phone,Accessories,,16.884474223961607,60597.0,122270.0,-61673.0
2019-07-18,West,Tablet,Electronics,599.0,11.769876012632295,102375.0,120211.0,-17836.0
2019-07-19,Central,Phone,Electronics,543.0,68.04671952486177,252077.0,16064.0,236013.0
2019-07-20,South,Laptop,Accessories,733.0,43.229011924673294,284228.0,163187.0,121041.0
2019-07-21,East,Headphones,Home,364.0,68.69910052835647,9383.0,164024.0,-154641.0
2019-07-22,East,Laptop,Electronics,490.0,23.642919099256037,97313.0,137692.0,-40379.0
2019-07-23,West,Printer,Accessories,376.0,49.21221899818921,85294.0,100790.0,-15496.0
2019-07-24,North,Headphones,Office,219.0,15.58225455788664,66331.0,103985.0,-37654.0
2019-07-25,Central,Camera,Office,737.0,18.284011989173905,100057.0,45258.0,54799.0
2019-07-26,West,Tablet,Home,19.0,35.833148488873675,156601.0,136542.0,20059.0
2019-07-27,South,Phone,Office,263.0,22.373268785564985,194646.0,154075.0,40571.0
2019-07-28,South,Smartwatch,Office,782.0,,224699.0,159643.0,65056.0
2019-07-29,South,Printer,Accessories,,18.40164913925282,101917.0,25668.0,76249.0
2019-07-30,West,Camera,Office,124.0,2.5023876126105247,298076.0,78259.0,219817.0
2019-07-31,Central,Phone,Office,132.0,49.30965350342406,269052.0,113192.0,155860.0
2019-08-01,East,Tablet,Office,727.0,34.44816599601031,35412.0,97576.0,-62164.0
2019-08-02,North,Monitor,Office,527.0,6.597014648316794,258928.0,106481.0,152447.0
2019-08-03,East,Printer,Accessories,692.0,12.018579518994384,217104.0,112505.0,104599.0
2019-08-04,Central,Laptop,Office,649.0,7.177417667885081,7928.0,164118.0,-156190.0
2019-08-05,East,Laptop,Home,329.0,42.88149657931135,166704.0,203049.0,-36345.0
2019-08-06,West,Smartwatch,Electronics,324.0,6.594725452874566,37309.0,248600.0,-211291.0
2019-08-07,South,Phone,Home,510.0,52.799763312465124,276424.0,209327.0,67097.0
2019-08-08,Central,Phone,Electronics,530.0,1.4357643524273822,45449.0,6397.0,39052.0
2019-08-09,Central,Phone,Home,54.0,17.456305159712446,294101.0,100925.0,193176.0
2019-08-10,East,Printer,Electronics,588.0,62.3466673124335,172967.0,84481.0,88486.0
2019-08-11,West,Tablet,Electronics,73.0,50.29719226855722,98057.0,154305.0,-56248.0
2019-08-12,East,Monitor,Electronics,395.0,5.10778330479814,234223.0,215408.0,18815.0
2019-08-13,East,Laptop,Electronics,387.0,57.47882731396258,157767.0,61308.0,96459.0
2019-08-14,Central,Camera,Accessories,20.0,34.51245850781434,79893.0,201798.0,-121905.0
2019-08-15,East,Headphones,Home,443.0,59.27481190181805,292320.0,195291.0,97029.0
2019-08-16,South,Printer,Electronics,572.0,42.05178421152754,154481.0,235430.0,-80949.0
2019-08-17,East,Printer,Home,621.0,47.72831224230011,260536.0,2130.0,258406.0
2019-08-18,South,Tablet,Office,136.0,69.54510922769957,5987.0,125293.0,-119306.0
2019-08-19,Central,Laptop,Electronics,564.0,16.26348821468127,203573.0,15071.0,188502.0
2019-08-20,West,Smartwatch,Home,252.0,43.676190233297184,241692.0,86517.0,155175.0
2019-08-21,South,Monitor,Accessories,277.0,32.222497304017885,31015.0,111240.0,-80225.0
2019-08-22,West,Tablet,Home,627.0,2.7616367045884003,121751.0,3118.0,118633.0
2019-08-23,West,Camera,Electronics,353.0,,186353.0,132735.0,53618.0
2019-08-24,South,Laptop,Office,488.0,8.346000447250107,53231.0,63408.0,-10177.0
2019-08-25,Central,Tablet,Home,554.0,45.43642183769837,,52786.0,112318.0
2019-08-26,North,Laptop,Office,361.0,39.70141615393745,,82271.0,213178.0
2019-08-27,West,Laptop,Accessories,756.0,38.74006928146092,59306.0,20158.0,39148.0
2019-08-28,West,Smartwatch,Home,322.0,,224248.0,32087.0,192161.0
2019-08-29,Central,Printer,Home,,32.85120974520049,126139.0,89114.0,37025.0
2019-08-30,Central,Monitor,Accessories,52.0,64.723597248977,23318.0,185193.0,-161875.0
2019-08-31,East,Printer,Accessories,14.0,27.831430851745264,149318.0,20874.0,128444.0
2019-09-01,Central,Headphones,Accessories,237.0,43.74457288519194,168674.0,240139.0,-71465.0
2019-09-02,West,Monitor,Electronics,40.0,54.58730729362005,288728.0,84443.0,204285.0
2019-09-03,South,Laptop,Electronics,417.0,54.87476953993213,252399.0,41821.0,210578.0
2019-09-04,North,Tablet,Home,466.0,36.349605767669,20169.0,116675.0,-96506.0
2019-09-05,East,Camera,Home,8.0,60.056636178163544,,61582.0,-30614.0
2019-09-06,South,Smartwatch,Home,48.0,27.396466535462288,209830.0,123603.0,86227.0
2019-09-07,North,Monitor,Office,572.0,62.20852503493588,120391.0,154859.0,-34468.0
2019-09-08,North,Headphones,Accessories,558.0,16.81590164768817,292588.0,196775.0,95813.0
2019-09-09,North,Laptop,Home,259.0,19.615148489339973,239856.0,153777.0,86079.0
2019-09-10,South,Camera,Accessories,744.0,3.7184436939300767,67497.0,70381.0,-2884.0
2019-09-11,East,Monitor,Electronics,118.0,55.6907285579598,10362.0,112800.0,-102438.0
2019-09-12,East,Printer,Accessories,753.0,,144322.0,236677.0,-92355.0
2019-09-13,North,Printer,Office,401.0,16.03816297379793,73354.0,131805.0,-58451.0
2019-09-14,South,Monitor,Office,178.0,16.22531943316058,41368.0,176725.0,-135357.0
2019-09-15,North,Monitor,Accessories,259.0,63.09799588604632,49109.0,83018.0,-33909.0
2019-09-16,Central,Monitor,Office,470.0,58.37416203227258,193717.0,101592.0,92125.0
2019-09-17,East,Camera,Office,281.0,38.74716197500283,32426.0,92626.0,-60200.0
2019-09-18,West,Printer,Electronics,468.0,43.127756029100475,117637.0,87217.0,30420.0
2019-09-19,North,Tablet,Home,506.0,33.20278993852037,44023.0,164324.0,-120301.0
2019-09-20,Central,Headphones,Office,445.0,27.41665800151662,160964.0,205404.0,-44440.0
2019-09-21,East,Headphones,Home,73.0,64.0833816852832,99897.0,73799.0,26098.0
2019-09-22,South,Smartwatch,Accessories,513.0,8.792889246421145,152079.0,63185.0,88894.0
2019-09-23,East,Laptop,Accessories,330.0,29.291275280135956,84777.0,210385.0,-125608.0
2019-09-24,South,Phone,Office,746.0,24.119333559151272,49858.0,42538.0,7320.0
2019-09-25,South,Tablet,Accessories,71.0,34.87055041758039,225510.0,21343.0,204167.0
2019-09-26,North,Printer,Electronics,308.0,32.034231218162255,25239.0,237761.0,-212522.0
2019-09-27,North,Laptop,Office,488.0,36.3222672155757,46291.0,212470.0,-166179.0
2019-09-28,East,Smartwatch,Office,552.0,9.794328405889587,43805.0,173304.0,-129499.0
2019-09-29,Central,Laptop,Office,421.0,35.919905105929395,103831.0,121026.0,-17195.0
2019-09-30,East,Monitor,Accessories,163.0,16.96931697210476,154515.0,235257.0,-80742.0
2019-10-01,West,Phone,Accessories,153.0,12.903194429173388,14290.0,54106.0,-39816.0
2019-10-02,South,Printer,Office,,4.538395315033386,286216.0,115322.0,170894.0
2019-10-03,South,Phone,Home,588.0,53.385679112929864,90186.0,82227.0,7959.0
2019-10-04,North,Tablet,Accessories,252.0,29.9209344599592,282259.0,185151.0,97108.0
2019-10-05,Central,Phone,Accessories,105.0,43.86505783182309,10149.0,157100.0,-146951.0
2019-10-06,North,Laptop,Office,706.0,50.931534031332035,284860.0,43135.0,241725.0
2019-10-07,West,Phone,Home,100.0,47.552166571948746,18621.0,163138.0,-144517.0
2019-10-08,East,Phone,Office,388.0,,265800.0,120599.0,145201.0
2019-10-09,East,Headphones,Accessories,286.0,27.152897026621087,297543.0,230789.0,66754.0
2019-10-10,Central,Printer,Office,326.0,26.31719367484646,124374.0,84470.0,39904.0
2019-10-11,North,Printer,Office,400.0,44.803415785103944,295894.0,21910.0,273984.0
2019-10-12,North,Laptop,Office,,34.63560484593114,227682.0,245090.0,-17408.0
2019-10-13,West,Camera,Home,533.0,59.43925735919574,218614.0,139213.0,79401.0
2019-10-14,East,Phone,Office,267.0,61.22913890286985,253797.0,46950.0,206847.0
2019-10-15,North,Phone,Accessories,,11.939226460456293,98430.0,187795.0,-89365.0
2019-10-16,Central,Monitor,Office,584.0,9.536355608200795,119921.0,17225.0,102696.0
2019-10-17,East,Printer,Home,644.0,44.12806482251997,96729.0,232322.0,-135593.0
2019-10-18,West,Phone,Electronics,297.0,21.08580236435956,56843.0,219195.0,-162352.0
2019-10-19,Central,Printer,Home,298.0,1.2999503135569201,146294.0,33959.0,112335.0
2019-10-20,South,Phone,Office,612.0,62.20498685540686,136458.0,50192.0,86266.0
2019-10-21,West,Headphones,Electronics,399.0,15.883053707066578,45878.0,80711.0,-34833.0
2019-10-22,Central,Laptop,Office,517.0,65.04964561800664,205741.0,142123.0,63618.0
2019-10-23,North,Printer,Home,184.0,50.22041156147775,174421.0,203500.0,-29079.0
2019-10-24,South,Tablet,Electronics,697.0,53.3857442938039,236343.0,4449.0,231894.0
2019-10-25,West,Laptop,Electronics,239.0,14.10230470552123,,173167.0,-77815.0
2019-10-26,North,Monitor,Office,341.0,16.393609793176903,23383.0,105213.0,-81830.0
2019-10-27,South,Laptop,Office,12.0,36.488742767684606,140973.0,210001.0,-69028.0
2019-10-28,East,Phone,Home,447.0,12.04698968549035,19633.0,161262.0,-141629.0
2019-10-29,North,Monitor,Office,543.0,21.380218487812257,67244.0,101245.0,-34001.0
2019-10-30,Central,Laptop,Electronics,,22.502373456346312,195091.0,98069.0,97022.0
2019-10-31,West,Smartwatch,Accessories,95.0,11.174095327693486,224184.0,158213.0,65971.0
2019-11-01,South,Monitor,Accessories,276.0,14.362798337661252,181173.0,234597.0,-53424.0
2019-11-02,North,Smartwatch,Home,9.0,55.19862894057796,180778.0,24908.0,155870.0
2019-11-03,East,Tablet,Office,598.0,11.703709818308786,213156.0,105847.0,107309.0
2019-11-04,West,Laptop,Home,223.0,1.992017429074574,20115.0,121910.0,-101795.0
2019-11-05,West,Printer,Accessories,122.0,44.05484598402569,80379.0,164394.0,-84015.0
2019-11-06,North,Printer,Accessories,597.0,68.3188183574715,238553.0,182782.0,55771.0
2019-11-07,East,Camera,Office,586.0,23.184967023618498,44979.0,15012.0,29967.0
2019-11-08,South,Phone,Electronics,119.0,8.305899223737661,176713.0,166961.0,9752.0
2019-11-09,North,Smartwatch,Office,267.0,39.92711277572715,,18412.0,55965.0
